tokens;tags
['Только', 'В', 'Доставке', '175', 'g', 'можно'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['овощи', '240g'];['B-TYPE', 'B-VOLUME']
['▁сыр', 'ки', '▁твор', 'ож', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['pirozhnye', '800г'];['B-TYPE', 'B-VOLUME']
['▁pat', 'mala', 't'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁том', 'ат', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁sok', '▁дары', '▁7'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁мор', 'ская', '▁', 'соль', '▁для', '▁ног'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O']
['▁шок', 'о'];['B-TYPE', 'I-TYPE']
['Сухофрукты', '110', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'пт', 'ити', 'си'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['творог', '0.O5Кг'];['B-TYPE', 'B-VOLUME']
['отдых', '1.7', 'l'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['сухарики', '185', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['польза', '120', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁шаш', 'о', 'ык'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Чипсы', '170г'];['B-TYPE', 'B-VOLUME']
['▁чаш', 'к', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁3', '▁корм'];['B-VOLUME', 'B-TYPE']
['макароны', '62.5Г'];['B-TYPE', 'B-VOLUME']
['▁фр', 'ук', 'т', 'вя', '▁см', 'сь'];['O', 'O', 'O', 'O', 'O', 'O']
['E50мл', 'Дача'];['B-VOLUME', 'B-TYPE']
['напитки', '250Г'];['B-TYPE', 'B-VOLUME']
['одежда', '300', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['стать', 'жвачка', '50', 'г'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ПАШТЕТЫ', '17tГ'];['B-TYPE', 'B-VOLUME']
['▁замор', 'ожен', 'на'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁но', 'жки', '▁кур', 'и', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', 'ок', '▁глаз', 'ированные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['ТОРТЫ', 'зачем', '60г'];['B-TYPE', 'O', 'B-VOLUME']
['комбо', '500МЛ'];['B-TYPE', 'B-VOLUME']
['закуски', '130г'];['B-TYPE', 'B-VOLUME']
['▁хлеб', 'цы'];['B-TYPE', 'I-TYPE']
['▁у', 'кс', 'ус', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
"[""pohrustet'"", 'pod', 'serial', '2.7%']";['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['▁j', 'то', '▁1'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁плав', 'лен', 'ны', '1'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['вино', '0.5%'];['B-TYPE', 'B-PERCENT']
['▁г', 'с', 'з', 'ирован', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁яр', 'мол'];['B-TYPE', 'I-TYPE']
['▁кро', 'ли'];['B-TYPE', 'I-TYPE']
['▁твор', '▁1'];['B-TYPE', 'B-PERCENT']
['80г', 'специи'];['B-VOLUME', 'B-TYPE']
['▁', 'лап', 'шна'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['для', 'других', 'питомцев', '1kg'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁ком', 'ам', 'бер'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁kota', 'ni'];['B-BRAND', 'I-BRAND']
"['perekus', 's', ""pol'zoj"", '100', '%', 'просто']";['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT', 'O']
['▁тор', 'ты'];['B-TYPE', 'I-TYPE']
['▁', 'лана', '▁для', '▁одежды'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁са', 'х', 'хам'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁твор', '▁9', '▁се'];['B-TYPE', 'B-PERCENT', 'B-BRAND']
['krupy', '5шт'];['B-TYPE', 'B-VOLUME']
['500', 'г', 'супы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['Веган', '1.5', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁воды'];['B-TYPE']
['▁вода', '▁', 'пить', 'ева'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ру', 'ет', 'к'];['O', 'O', 'O']
['▁а', 'а', 'ока', 'до'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁набор', '▁ко'];['B-TYPE', 'B-TYPE']
['makarony', '400г'];['B-TYPE', 'B-VOLUME']
['ХОЛОДНЫЙ', 'ЧАЙ', '1Л'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁каш', 'а', '▁', 'гер', 'ку', 'лес', 'овая'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['вкус', '12%'];['B-TYPE', 'B-PERCENT']
['соломка', '67', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['игрушки', '60', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁корм', '▁влажн', 'ый', '▁желе'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE']
['чтобы', 'пирожные', '225', 'Г'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['супы', '500г'];['B-TYPE', 'B-VOLUME']
['600', 'г', 'без', 'лактозы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['молоко', '560мл'];['B-TYPE', 'B-VOLUME']
['▁к', 'вас', '▁kind'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['solomka', '230', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁fruit', 'tella', '▁дра', 'ж'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁мя', 'чи', '▁сим'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['паштеты', '100', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁мало', 'е', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Паштеты', 'ли', '175g'];['B-TYPE', 'O', 'B-VOLUME']
['▁', 'ог', 'ко', 'цы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['для', 'котиков', '75Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁сме', 'шар', 'ики', '▁книг'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['Каши', '500', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁кух', 'ма', 'стер'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁за', 'прав', 'ка', '▁для', '▁', 'ю'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['Уход', 'За', 'Собой', '400мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁твор', 'ож', 'ные', '▁про', 'дук'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁viskas'];['B-BRAND']
['ИГРЫ', '120', 'г', 'у'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁pic', 'mic'];['B-BRAND', 'I-BRAND']
['замороженные', 'блюда', '275г', 'хотя'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['280', 'Г', 'доставка', 'соломка'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['85г', 'для', 'котиков'];['B-VOLUME', 'B-TYPE', 'I-TYPE']
['▁ке', 'фи', 'р', '0'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁каш', 'ка', '▁гре', 'чне', 'вая', '▁детска', 'я'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁печ', 'кис'];['B-TYPE', 'I-TYPE']
['▁х', 'на'];['B-TYPE', 'I-TYPE']
['noj', '▁со'];['B-BRAND', 'B-TYPE']
['3W0Мл', 'ваш', 'морсы'];['B-VOLUME', 'O', 'B-TYPE']
['похрустеть', 'под', 'сериал', '105', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁чаш', 'ки', '▁do', 'men'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['Сырные', 'Снеки', '50', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['консервы', '660', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['16%', 'зефир'];['B-PERCENT', 'B-TYPE']
['▁лимон', 'чики'];['B-TYPE', 'I-TYPE']
['газировка', '0.48л'];['B-TYPE', 'B-VOLUME']
['▁не', 'сто', 'жен'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['Школа', 'От', 'Барни', '225г', 'так'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['▁му', 'сс', '▁zo', 't'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁bur', 'no'];['B-BRAND', 'I-BRAND']
['всё', 'для', 'выпечки', '40%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['▁нового', 'дни', 'е', '▁пода', 'рк'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['zamorozhennye', 'bljuda', '365г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['ДЕТСКАЯ', 'ГИГИЕНА', '1.2', 'л'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['бумага', '160шт'];['B-TYPE', 'B-VOLUME']
['▁рис', 'овая', '▁му', 'ка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['Жвачка', '17Г'];['B-TYPE', 'B-VOLUME']
['W90МЛ', 'дёшево', 'одежда'];['B-VOLUME', 'O', 'B-TYPE']
['осень', 'в', 'сладостях', '83', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['польза', '30', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ял', 'еш'];['B-TYPE', 'I-TYPE']
['krupy', '360Г'];['B-TYPE', 'B-VOLUME']
['▁блуз', 'а'];['B-TYPE', 'I-TYPE']
['Всё', 'Для', 'Уборки', '100%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['сейчас', 'салфетки', '32Шт'];['O', 'B-TYPE', 'B-VOLUME']
['0.2л', 'без', 'глютена', 'как'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'O']
['▁фи', 'ник', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁салат', '▁роман', 'о'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁кругл', 'о', 'зер', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', '▁чи'];['B-BRAND', 'B-TYPE']
['320', 'г', 'САЛАТЫ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁карма', 'дон'];['B-BRAND', 'I-BRAND']
['suhari', '200Г'];['B-TYPE', 'B-VOLUME']
['▁й', 'о', 'гурт', '▁с', '▁зла', 'ками'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁твор', 'о', 'жок', '▁', 'мягк', 'ий'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['тот', 'для', 'кошек', '16', 'Л'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁я', 'блок', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['конфеты', '84г'];['B-TYPE', 'B-VOLUME']
['▁', 'чих', 'кей', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['леденцы', '75', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сне', 'к', '▁с', '▁карт'];['B-TYPE', 'I-TYPE', 'O', 'O']
['у', '▁сок'];['B-BRAND', 'B-TYPE']
['СНОВА', 'В', 'ШКОЛУ', '1.6%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['370', 'ml', 'стать', 'kvas'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['энергетики', '450мл', 'через'];['B-TYPE', 'B-VOLUME', 'O']
['▁те', 'але', 'тна'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁скра', 'б', '▁flores', 'an'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['десерты', '7.', '2', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['330г', 'сосиски'];['B-VOLUME', 'B-TYPE']
['▁губ', 'ка', '▁металл', 'ическая'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁туалет', 'на', ','];['B-TYPE', 'I-TYPE', 'I-TYPE']
"['2l', ""pohrustet'"", 'pod', 'serial']";['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['ПЕЛЬМЕНИ', '450', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['330Мл', 'Энергетики'];['B-VOLUME', 'B-TYPE']
['▁се', 'мена'];['B-TYPE', 'I-TYPE']
['варенье', '8.5%'];['B-TYPE', 'B-PERCENT']
['▁гре', 'чи', 'ш', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁хлеб', '▁чудо', '▁', 'рож', 'ь'];['B-TYPE', 'B-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁кон', 'м', '▁для', '▁рук'];['B-TYPE', 'I-TYPE', 'O', 'O']
['предметы', 'для', 'уборки', 'мой', 'W0Шт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['соль', '0.12', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['90г', 'КЕФИР'];['B-VOLUME', 'B-TYPE']
['▁', 'масло', '▁', '82'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['снова', 'в', 'школу', '1P0Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁у', 'лит'];['B-TYPE', 'I-TYPE']
['▁от', 'вар', 'ной'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['syrnye', 'sneki', '40', '%'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁шп', 'рот'];['B-TYPE', 'I-TYPE']
['были', 'основные', 'блюда', '500', 'Г'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['Пряники', '72г'];['B-TYPE', 'B-VOLUME']
['▁чай', '▁май', 'ский', '▁лист', 'овой'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'ром', '▁а', 'ст'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['лаваш', '3', 'u0', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['морепродукты', '850', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'тан', '▁цари', 'цы', 'н'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['e40', 'г', 'хлеб'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['Грибы', '600', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'мент', 'рс'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'ю', 'ло', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['уход', 'за', 'собой', '250МЛ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁бро', 'ка', 'оли'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['72Г', 'пряники'];['B-VOLUME', 'B-TYPE']
['лэтуаль', 'в', 'пятёрочке', 'а', '450мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['▁ро', '▁', 'Твор'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['яйцо', '140', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['завтраки', '210', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['72', 'g', 'пряники'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['творог', '270', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сок', '▁', 'сады', '▁при', 'лон', 'ья'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁му', 'ка', 'у'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁бед', 'р'];['B-TYPE', 'I-TYPE']
['0.5л', 'отдых'];['B-VOLUME', 'B-TYPE']
['Макароны', '111', 'л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ш', 'около', 'ад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кол', 'ба', 'ски', '▁che', 'rki', 'z', 'ov'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁мар', 'ме', 'лал'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['125мл', 'детские', 'напитки'];['B-VOLUME', 'B-TYPE', 'I-TYPE']
['залить', 'кипятком', '85', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁про', 'чая', '▁ох', 'лаж', 'ден', 'на'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['салаты', '210', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['уход', 'за', 'собой', '56Л', 'хороший'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['▁про', 'клад', 'ки', '▁ол', 'вей', 'с', '▁но', 'чные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁с', '▁33%'];['B-TYPE', 'B-PERCENT']
['▁май', 'о', 'нез', '▁пост', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['вафли', '168', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['каши', '500г'];['B-TYPE', 'B-VOLUME']
['Мороженое', '500г'];['B-TYPE', 'B-VOLUME']
['вино', '0.', '5', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['мясные', '160g'];['B-TYPE', 'B-VOLUME']
['▁нож', '▁', 'маркет'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['▁ке', '▁1%', '▁bre'];['B-TYPE', 'B-PERCENT', 'B-BRAND']
['▁кол', 'б', 'в', 'са'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁куб', '▁смета'];['B-BRAND', 'B-TYPE']
['мёд', '270г'];['B-TYPE', 'B-VOLUME']
['каши', '30', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['75', 'Мл', 'выгодно'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['для', 'других', 'питомцев', '400', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁навигаци', 'о', 'нное', '▁', 'оборудован', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['180Г', 'крупы'];['B-VOLUME', 'B-TYPE']
['▁каб', 'ан'];['B-TYPE', 'I-TYPE']
['бумага', '50', 'шт'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ke', '▁э', '▁1%'];['B-TYPE', 'B-BRAND', 'B-PERCENT']
['квас', '1л'];['B-TYPE', 'B-VOLUME']
['▁so', '▁', 'ГЛ', 'дёшево', '▁21'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'O', 'B-VOLUME']
['▁ru', 'zik'];['B-BRAND', 'I-BRAND']
['▁', 'энергетическ', 'их'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ли', 'вер', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['1шт', 'игры'];['B-VOLUME', 'B-TYPE']
['▁са', 'ке'];['B-TYPE', 'I-TYPE']
['Школа', 'От', 'Барни', '403г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁pure', 'co'];['B-BRAND', 'I-BRAND']
['ЛАК', '▁', 'СМЕ', '▁2'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁pa', 'pad', 'imit', 'rio', 'u', '▁гру'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['▁й', 'о', 'гурт', '▁цар', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['макароны', '190', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁та', 'рел', 'ки', '▁', 'дю', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁сыр', 'ок', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['ЗАВТРАКИ', '3.5%'];['B-TYPE', 'B-PERCENT']
['дача', 'W00', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['sosiski', 'w75Г'];['B-TYPE', 'B-VOLUME']
['уход', 'за', 'собой', '1шт', 'стать'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['▁сыр', 'ни', 'ч', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['стоимость', 'игры', '115', 'Г'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['energetiki', '0.5л'];['B-TYPE', 'B-VOLUME']
['5', 'g', 'РЫБНЫЕ', 'СНЕКИ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['▁ц', 'оо', 'гурт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['120', 'g', 'завтраки'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁сок', '▁ч', '▁мя', 'кот', 'ью'];['B-TYPE', 'O', 'O', 'O', 'O']
['Сухарики', '125', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Пельмени', '700', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁се', 'ле', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мм', 'а', 'кар', 'оны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁гриб', 'ы', '▁су', 'ше', 'ны'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'ская'];['B-TYPE', 'I-TYPE']
['w60Г', 'zefir'];['B-VOLUME', 'B-TYPE']
['халяль', '400Г'];['B-TYPE', 'B-VOLUME']
['уход', 'за', 'собой', '150', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁вар', 'е', 'ная', '▁кол', 'баса', '▁в', 'язан', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['салаты', '210g'];['B-TYPE', 'B-VOLUME']
['125', 'г', 'СУХАРИ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['фарш', '330Г', 'её'];['B-TYPE', 'B-VOLUME', 'O']
['игрушки', '60г'];['B-TYPE', 'B-VOLUME']
['Яйцо', 'просто', '150г'];['B-TYPE', 'O', 'B-VOLUME']
['Лэтуаль', 'В', 'Пятёрочке', '450', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'со', 'чтобы', 'у'];['B-TYPE', 'I-TYPE', 'O', 'B-BRAND']
['350', 'МЛ', 'хозтовары'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['консервы', 'ли', '1', 'u5', 'Г'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['ВАФЛИ', '112', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'язы', 'сок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мармелад', '45г'];['B-TYPE', 'B-VOLUME']
['440мл', 'энергетики', 'интернет'];['B-VOLUME', 'B-TYPE', 'O']
['▁су', 'ф', 'л', 'ë', 'нок'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['detskoe', 'pitanie', '2%'];['B-TYPE', 'I-TYPE', 'B-PERCENT']
['хозтовары', '230', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁гру', 'ши', '▁кул', 'баев'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['кто', 'Рев', '▁', 'молоко', '▁2', '▁1'];['O', 'B-BRAND', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'B-PERCENT']
['▁mi', 'ky'];['B-BRAND', 'I-BRAND']
['комбо', '260', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁апел', 'тс', 'ино'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['50', 'г', 'польза'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁коло', 'м'];['B-TYPE', 'I-TYPE']
['Детская', 'Гигиена', '180Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁гриб', 'но', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['яйцо', '50g', 'отличный'];['B-TYPE', 'B-VOLUME', 'O']
['Л', '▁кола'];['B-VOLUME', 'B-TYPE']
['▁пластиков', 'ый', '▁па', 'ке'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['salfetki', '120шт'];['B-TYPE', 'B-VOLUME']
['конфеты', '168', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['орехи', '70Г'];['B-TYPE', 'B-VOLUME']
['уксус', 'при', '4%'];['B-TYPE', 'O', 'B-PERCENT']
['только', 'в', 'доставке', '13', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁с', 'ыкты', 'вка', 'рх', 'леб', '▁то', 'рт'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['когда', 'консервы', '446мл'];['O', 'B-TYPE', 'B-VOLUME']
['СЫР', '33', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
