tokens;tags
['▁КРУ', 'ААС', 'АНЫ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'ков', 'ь', '▁по', '▁ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'B-TYPE']
['▁КАР', 'П', '▁ПРОИЗВОД', 'СТ'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁со', 'бач', 'ья'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁vile', 'da', '▁сов', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁vi', 'pla'];['B-BRAND', 'I-BRAND']
['▁ру', 'ет', 'к'];['O', 'O', 'O']
['▁чаш', 'ки', '▁vite', 's', 's'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁мин', 'кра', 'льна'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁liber', 'h'];['B-BRAND', 'I-BRAND']
['▁', 'дро', 'ж', 'жи,'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁royal', '▁мед', 'ову'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁мар', 'ме', 'лада', '▁же', 'лей', 'ного'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'спа', '4', 'ет', 'ти'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁корм', '▁для', '▁по', 'шек'];['B-TYPE', 'O', 'O', 'O']
['▁ГОР', 'О'];['B-TYPE', 'I-TYPE']
['▁там', 'пон', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Фр', 'У', 'То', 'Ння', 'Ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁гр', 'чески', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'па', 'штет', '▁его', 'рь', 'евски', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пал', 'очки', '.', '▁для', '▁у', 'шей'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁вет', 'чика'];['B-TYPE', 'I-TYPE']
['▁с', 'кар', 'лет', '▁май', 'ки'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁Ке', 'Фи', 'Р', 'Н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ку', 'кур', 'зна', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ВЕГЕТА'];['B-BRAND']
['▁бер', 'инг', '▁шп', 'рот'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'attache', '▁', 'каль', 'кул', 'ят'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁про', 'сты', 'ни', '▁', 'xbsol', 'U'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁яйца', '1'];['B-TYPE', 'I-TYPE']
['▁', 'gil', 'lette', '▁спре', 'я'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁fel', 'ixe'];['B-BRAND', 'I-BRAND']
['▁', 'Мы', 'До'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ги', 'лау', 'рон', 'овый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
"['▁желуд', 'к', ';']";['B-TYPE', 'I-TYPE', 'I-TYPE']
"['▁joh', 'n', 'son', ""'"", 's', '▁пал', 'очка']";['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁ред', 'иска'];['B-TYPE', 'I-TYPE']
['▁пас', 'ха', '▁dan', 'is', 'si'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁прочее', '▁как', 'а'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁мульти', 'з', 'лак', 'овая'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['15%', 'шоколад'];['B-PERCENT', 'B-TYPE']
['▁ди', 'мо', 'наж'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'жев', 'ика'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сахар', '▁пес', 'о'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁жи', 'д', 'к', '▁мы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁', 'Том', 'Ат', '▁рос'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁кр', 'тки', ',', '▁веро', 'ки'];['O', 'O', 'O', 'O', 'O']
['0.', '5Л', 'вода'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁на', 'рез', 'ка', '▁мя', 'с', 'ная', '▁ферм', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁', 'Инде', 'Йка', '▁о'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁ke', 'ano', '▁плав', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁бу', 'ма', 'ж', 'ные', '▁', 'поло', 'те', 'нца', '▁с', '▁рис', 'ун', 'ком'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁песен', 'ье'];['B-TYPE', 'I-TYPE']
['36г', 'вино'];['B-VOLUME', 'B-TYPE']
['▁кру', 'а', 'сс', 'агы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁чай', '▁с', '▁ме', 'ли'];['B-TYPE', 'O', 'O', 'O']
['▁им'];['O']
['▁чай', '▁', 'зел'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁сахар', 'ш'];['B-TYPE', 'I-TYPE']
['▁', 'воздушн', 'ый', '▁рис'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁Rom', 'Sti', 'Ks'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁кр', 'н'];['B-TYPE', 'I-TYPE']
['▁Кала', 'Чи', '▁пет', 'рох', 'л'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁вода', '▁', 'дет'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁ac', 'timin', 'o'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁гре', 'бы'];['B-TYPE', 'I-TYPE']
['▁', 'сады', '▁при', 'дон', 'ья', '▁Мульти', 'Ф', 'Рук', 'Т'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Кап', 'То', 'Шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁короб', 'ка', '▁', 'конф', 'ет'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гол', 'баса'];['B-TYPE', 'I-TYPE']
['▁вол', 'чено', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сл', 'м', 'во', 'чны', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мар', 'ме', 'лад', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['5Л', 'вода'];['B-VOLUME', 'B-TYPE']
['▁со', 'лё', 'ный', '▁о', 'гур', 'ец'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁лов', 'уш'];['O', 'O']
['Чипсы', 'originak'];['B-TYPE', 'B-BRAND']
['▁', 'оч', 'сити', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁игра', '▁из', '▁каб', 'а', 'чков'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁', 'каль', 'мы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'бло', 'ч', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁корм', '▁ж', 'ля', '▁кот', 'ят'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁раз', 'рых', 'ли', 'тель', '▁пр', '!', 'с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁вода', '▁со', '▁вкус', 'ом'];['B-TYPE', 'O', 'O', 'O']
['▁', 'МИН', 'ТА', 'Я'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бак', 'ла', 'жан', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁чер', 'ная', '▁крас', 'ка', '▁для', '▁волос'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O']
['▁сыр', 'н'];['B-TYPE', 'I-TYPE']
['▁На', 'Вол', 'Очка', '▁уни', 'сон'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁хлеб', 'цы', '▁', 'ржан', 'ые'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ко', 'а', 'еф', 'ир'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'зон', 'ти'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁яго', 'да'];['B-TYPE', 'I-TYPE']
['▁сред', 'сво', '▁для', '▁сте', 'кол'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁ба', 'тон', 'чи', 'а', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁фр', 'ук', 'т', 'овый', '▁', 'ба', 'тон', 'чик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁тор', 'тих'];['B-TYPE', 'I-TYPE']
['▁орех', '▁pr', '.', 'cho', 'ice'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁л', 'кол', 'баса'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'рт'];['O', 'O']
['▁', 'cbampion', '▁гал', 'е', 'ты'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁аль', 'пен', '▁го', 'льд'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁', 'пив', '.', '▁', 'cwme'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁кори', 'андр', '▁производ', 'ст'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ri'];['O']
['▁хлеб', '▁для', '▁се', 'нг', 'ви', 'чей'];['B-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁', 'Ре', 'Мит', '▁са', 'ло'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁ще', 'тка', '▁', 'щу', 'б', 'ная', '▁', 'мягк', 'ая'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ион', 'изатор', 'ы', '▁воз', 'ду'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['макароны', 'Penne', 'e50г'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁ВЕ', 'МОЛ', '▁', 'смета', 'н'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Май', 'О', 'Нез', 'С'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ку', 'ку', 'ру', 'зв'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['200мл', 'КАКАО'];['B-VOLUME', 'B-TYPE']
['▁протеин', 'р'];['B-TYPE', 'I-TYPE']
['▁шоколад', '▁рос', 'ий', 'ск', 'я', '▁душа'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND']
['▁д', 'ми', 'тро', 'гор', 'с', 'ий', '▁про', 'дук'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['▁Глав', 'Х', 'Леб', '▁чи', 'а', 'бат', 'та'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ци', 'кор', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['ягоды', 'eclipss', '14г'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁руко', 'лв'];['B-TYPE', 'I-TYPE']
['▁', 'и', 'ил', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Н', 'Ф', '▁', 'скре', 'б'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сме', 'сь', '▁по', '▁', 'мек', 'сик', 'ански'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁', 'НУТ', '▁с', 'теп'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ГОЛУБ', 'ИНА'];['B-TYPE', 'I-TYPE']
['▁', 'соль', '▁для', '▁посуд', 'ом', 'ой'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁БРЕ', 'СТ', '-', 'ЛИ', 'ТОВ', 'СК', '▁к', 'еф', '.'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'кам', 'ба', 'ло', 'образ', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁напр', 'лни', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'РАСТВОР', 'ИМ', 'ЫЙ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кру', 'жки', '▁apo', 'llo'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁март', 'ини'];['B-BRAND', 'I-BRAND']
['▁ли', 'бре', 'с'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'сыр', '▁', 'плав', 'л'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Просто', 'Ква', 'Шка', '▁агро', 'ком', 'пле'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁FAZER', '▁лепе', 'ш'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁Kaka', 'Du', '▁са', 'по', 'ги'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁т', 'во', 'ж', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁масло', '▁', 'fotal'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'Пет', 'Руш', 'Ка.'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['4г', 'вкус'];['B-VOLUME', 'B-TYPE']
['▁буд', 'ки', '▁для', '▁', 'бург', 'ера'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁ак', 'бар'];['B-BRAND', 'I-BRAND']
['▁фр', 'уй', 'гурт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁прочие', '▁там', 'по', 'ны'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁було', 'чки', '▁для', '▁юу', 'рге'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁hein', 'se'];['B-BRAND', 'I-BRAND']
['▁Шы', 'Ко', 'Лад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁проте', 'й'];['B-TYPE', 'I-TYPE']
['▁кори'];['B-TYPE']
['▁ци', 'п', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['330мл', 'вода'];['B-VOLUME', 'B-TYPE']
['▁био', 'л'];['B-TYPE', 'I-TYPE']
['▁', 'Kot', 'An'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁ви', 'нный', '▁AMO'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['300мл', 'молоко'];['B-VOLUME', 'B-TYPE']
['▁', 'Фет', 'Х', 'Ель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Я', 'БЛО'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кислот', 'а', '▁лимон', 'н'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁ми', 'кс', '▁фр', 'у', 'то', 'ня', 'ня'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁пят', 'нов', 'ы', 'вод'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁семе', 'чки', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пи', 'ки'];['O', 'O']
['▁кревет', 'кой'];['B-TYPE', 'I-TYPE']
['▁а', 'ом', 'ид', 'оры'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁було', 'чке'];['B-TYPE', 'I-TYPE']
['▁', 'еф', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'КЛУБ', 'НИК'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пет', 'руш', 'ки', '▁', 'Ви', 'Ктор', 'Ия'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁РУБ', 'ЛЕН', 'НЫЕ', '▁тебе'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O']
['▁пакет', 'ик'];['B-TYPE', 'I-TYPE']
['▁смета', 'н', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['2.', '5кг', 'для', 'собак', 'dsrsi'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'B-BRAND']
['▁а', 'пери', 'тив'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пет', 'рох', 'леб', '▁кала', 'чи'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁средств', 'р'];['B-TYPE', 'I-TYPE']
['▁кара', 'чин'];['B-BRAND', 'I-BRAND']
['▁', 'АГУ', 'РЕС'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'про', 'чая', '▁КРУП', 'А'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁например', '▁Вар', 'Ено', '-', 'Коп', 'Чено', 'Е'];['O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁набор', '▁для', '▁со', 'лян', 'ки'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁', 'стан', 'ки', '▁одно', 'раз', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁па', 'эл'];['B-TYPE', 'I-TYPE']
['▁', 'кра', 'б', 'овое', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁чеч', 'еви', 'цца'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁се', 'ми', 'ча', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁раст', 'ительные'];['B-TYPE', 'I-TYPE']
['▁', 'до', 'ши', 'пак'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ти', 'ски', ',', '▁стру', 'б', 'ци', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁анти', 'на', 'ки', 'пин'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пи', 'цце', 'тка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мин', 'тай'];['B-TYPE', 'I-TYPE']
['▁перифер', 'ий', 'ные', '▁устройств'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁сок', '▁', 'сады', '▁', 'Рр', 'И', 'Дон'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'м', 'ю', 'сли', '▁любят', 'ов'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁Салат', '▁лист'];['B-TYPE', 'B-TYPE']
['▁к', 'за', 'мор', 'ожен', 'нные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мини', 'рал'];['B-TYPE', 'I-TYPE']
['▁af', 'an', 'asi', 'y', '▁', 'пив'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁же', 'вая', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁на', 'вол', 'очек', '▁ja', 'rdi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁н', 'ф', '▁са', 'по', 'ги'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁че', 'чел'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁Пер', 'Чат', 'Ки', '▁БАБ', 'ОЧКА'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁m', 'nchi', 'n'];['O', 'O', 'O']
['▁', 'Сал', 'Фет', 'Ки', 'Ф'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'ко', 'ф'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁село'];['B-TYPE', 'B-TYPE']
['▁пр', '!', 'с', '▁но', 'жи'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁ба', 'е'];['O', 'O']
['▁гроз', 'ди', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'К', 'Ваше', 'Нная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Сыр', 'Нички', '▁сы', 'то', 'е', 'дов'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'мя', 'чи', '▁1', 'to'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁кра', 'б', 'овая', '▁ПАЛ', 'ОЧКА'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'инде', 'йка', '▁консерв', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁твор', 'оне', '▁проду', 'ты'];['O', 'O', 'O', 'O']
['▁', 'сель', 'дь', '▁', 'МАТИ', 'АС'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'на', 'г', 'ге', 'т', 'цы', '▁', 'Sa', 'Di'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁со', 'ев', 'ый', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кори', 'цу'];['B-TYPE', 'I-TYPE']
['▁виноград', '▁', 'Ел', 'Оч'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁си', 'др', '▁vas', 'ile', 'os', 'rov', 'sk'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁та', 'рел', 'ки', '▁cha', 'mele', 'on'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁мо', 'о', 'эл', 'око'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁це', 'сно', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Пер', 'Чат', 'Ки', '▁liber', 'hau'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'лук', '9'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ми', 'ф', '▁календар', 'ь'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁сок', '▁тон'];['B-TYPE', 'B-BRAND']
['▁чаш', 'ки', '▁do', 'meni'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁со', 'си', 'ски', '▁фил', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁хлеб', 'цы', '▁mak', 'f'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁кофе', 'й', 'ник', '▁', 'Bod'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁вино'];['B-TYPE']
['▁о', 'гур', 'ц', 'вы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁си', 'га', 'рил'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'о', 'ней'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ка', 'ит', 'оф', 'ель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'опи', 'вок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'о', 'нез', '1'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ло', 'лом', 'тик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁про', 'ий', '▁тек', 'силь'];['O', 'O', 'O', 'O']
['▁', 'лап', 'ша', '▁для', '▁су', 'па'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁че', 'с', 'н', 'рк'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ты', 'оро', 'жки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Noir', 'кофе'];['B-BRAND', 'B-TYPE']
['▁bas', 'ard'];['B-BRAND', 'I-BRAND']
['▁alb', 'enia'];['B-BRAND', 'I-BRAND']
['▁', 'Бан', 'Очки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ХМЕ', 'ЛИ', '-', 'СУН', 'ЕЛИ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
